publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
unene2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:UebtZRa9Y70C,,,,SI TAYEB Fatima,30,UNE APPROCHE PROACTIVE/REACTIVE POUR L'ORDONNANCEMENT CONJOINT DE PRODUCTION ET DE MAINTENANCE SOUS CONTRAINTES DE RESSOURCES HUMAINES DANS UN ATELIER A UNE MACHINE,Meriem Touat and Sabrina Bouzidi-Hassini and Fatima Benbouzid-Sitayeb,,,"MOSIM 2014, 10ème Conférence Francophone de Modélisation, Optimisation et Simulation",2014,,,conference
coaes2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:0EnyYjriUFMC,Pergamon,,,SI TAYEB Fatima,30,Considering human resource constraints for real joint production and maintenance schedules,Sabrina Bouzidi-Hassini and F Benbouzid-Si Tayeb and François Marmier and M Rabahi,https://doi.org/10.1016/j.cie.2015.08.013,Computers & Industrial Engineering,,2015,90,197-211,journal
ganps2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:MXK_kJrjxJIC,IEEE,,IEEE,SI TAYEB Fatima,30,Game theoretic modelling of the integrated production and preventive maintenance scheduling problem in permutation flowshops,Fatima Benbouzid-Si Tayeb and Abdessalam Messiaid and Karima Benatchba,https://doi.org/10.1109/CDC.2015.7403030,,2015 54th IEEE Conference on Decision and Control (CDC),2015,,5184-5189,conference
annms2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:TQgYirikUcIC,,,,SI TAYEB Fatima,30,A new heuristic to solve the capacitated lot sizing problem in deteriorating production systems,Naima Sahraoui and Fatima Benbouzid-Sitayeb and Alice Yalaoui and Farouk Yalaoui,,,"8th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2016",2016,49,,conference
anoms2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:5nxA0vEk-isC,Springer London,,,SI TAYEB Fatima,30,An immunity-based hybrid genetic algorithms for permutation flowshop scheduling problems,Malika Bessedik and Fatima Benbouzid-Si Tayeb and Hamza Cheurfi and Ammar Blizak,,The International Journal of Advanced Manufacturing Technology,,2016,85,2459-2469,journal
angce2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:KlAtU1dfN6UC,IEEE,,IEEE,SI TAYEB Fatima,30,An integrated prognostic based hybrid genetic-immune algorithm for scheduling jobs and predictive maintenance,Asma Ladj and Fatima Benbouzid-Si Tayeb and Christophe Varnier,https://doi.org/10.1109/CEC.2016.7744045,,2016 IEEE Congress on Evolutionary Computation (CEC),2016,,2083-2089,conference
coaap2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:YOwf2qJgpHMC,Inderscience Publishers (IEL),,,SI TAYEB Fatima,30,Combining graph decomposition techniques and metaheuristics for solving PCSPs. Application to MI-FAP,Lamia Sadeg-Belkacem and Zineb Habbas and Wassila Aggoune-Mtalaa and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1504/IJRIS.2016.10003968,International Journal of Reasoning-based Intelligent Systems,,2016,8,104-118,journal
gacem2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:ULOm3_A8WrAC,,,,SI TAYEB Fatima,30,Game theory-based integration of scheduling with flexible and periodic maintenance planning in the permutation flowshop sequencing problem,Benbouzid-Si Tayeb Fatima and Benatchba Karima and Messiaid Abd-Essalam,,Operational Research An International Journal,,2016,,,journal
ipnne2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:3fE2CSJIrl8C,Elsevier,,,SI TAYEB Fatima,30,IPro-GA: an integrated prognostic based GA for scheduling jobs and predictive maintenance in a single multifunctional machine,A Ladj and C Varnier and F Benbouzid-Si Tayeb,,IFAC-PapersOnLine,,2016,49,1821-1826,journal
afmts2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:mVmsd5A6BfQC,IEEE,,IEEE Computer Society,SI TAYEB Fatima,30,A fuzzy genetic algorithm for single-machine scheduling and flexible maintenance planning integration under human resource constraints,Meriem Touat and Fatima Benbouzid-Si Tayeb and Sabrina Bouzidi-Hassini and Belaid Benhamou,https://doi.org/10.1109/ICTAI.2017.00089,,2017 IEEE 29th International Conference on Tools with Artificial Intelligence (ICTAI),2017,,551-558,conference
ahtce2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:4TOpqqG69KYC,Elsevier,,Elsevier,SI TAYEB Fatima,30,A hybrid of variable neighbor search and fuzzy logic for the permutation flowshop scheduling problem with predictive maintenance,Asma Ladj and Fatima Benbouzid-Si Tayeb and Christophe Varnier and Ali Ayoub Dridi and Nacer Selmane,https://doi.org/10.1016/j.procs.2017.08.120,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 21st International Conference KES-2017, Marseille, France, 6-8 September 2017",2017,112,663-672,journal
ahhts2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:_kc_bZDykSQC,Elsevier,,,SI TAYEB Fatima,30,A hybridization of genetic algorithms and fuzzy logic for the single-machine scheduling with flexible maintenance problem under human resource constraints,Meriem Touat and Sabrina Bouzidi-Hassini and Fatima Benbouzid-Sitayeb and Belaid Benhamou,https://doi.org/10.1016/j.asoc.2017.05.058,Applied Soft Computing,,2017,59,556-573,journal
clris2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:4DMP91E08xMC,IEEE,,IEEE,SI TAYEB Fatima,30,Classical mechanics-inspired optimization metaheuristic for induction machines bearing failures detection and diagnosis,Charaf Eddine Khamoudj and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Mohamed Benbouzid,https://doi.org/10.1109/IECON.2017.8216649,,IECON 2017-43rd Annual Conference of the IEEE Industrial Electronics Society,2017,,3803-3808,conference
extne2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:aqlVkmm33-oC,,,,SI TAYEB Fatima,30,Exact and heuristic algorithms for post prognostic decision in a single multifunctional machine,Asma Ladj and Christophe Varnier and Fatima Benbouzid Si Tayeb and Noureddine Zerhouni,,International Journal of Prognostics and Health Management,,2017,8,,journal
reing2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:M3ejUd6NZC8C,Elsevier,,Elsevier,SI TAYEB Fatima,30,Research on permutation flow-shop scheduling problem based on improved genetic immune algorithm with vaccinated offspring,Fatima Benbouzid-Si Tayeb and Malika Bessedik and Mohamed Benbouzid and Hamza Cheurfi and Ammar Blizak,https://doi.org/10.1016/j.procs.2017.08.055,Procedia computer science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 21st International Conference KES-2017, Marseille, France, 6-8 September 2017",2017,112,427-436,journal
anets2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:9ZlFYXVOiuMC,Elsevier,,Elsevier,SI TAYEB Fatima,30,An effective heuristic for the single-machine scheduling problem with flexible maintenance under human resource constraints,Meriem Touat and Fatima Benbouzid-Si Tayeb and Belaid Benhamou,https://doi.org/10.1016/j.procs.2018.08.091,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 22nd International Conference KES-2018, Belgrade, Serbia, 3-5 September 2018",2018,126,1395-1404,journal
gacem2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:kNdYIx-mwKoC,Springer Berlin Heidelberg,,,SI TAYEB Fatima,30,Game theory-based integration of scheduling with flexible and periodic maintenance planning in the permutation flowshop sequencing problem,Fatima Benbouzid-Si Tayeb and Karima Benatchba and Abd-Essalam Messiaid,https://doi.org/10.1007/s12351-016-0261-x,Operational Research,,2018,18,221-255,journal
sezon2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:dhFuZR0502QC,IEEE,,IEEE,SI TAYEB Fatima,30,Sensitive analysis of timeframe type and size impact on community evolution prediction,Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Karima Benatchba,https://doi.org/10.1109/FUZZ-IEEE.2018.8491668,,2018 IEEE international conference on fuzzy systems (FUZZ-IEEE),2018,,1-8,conference
tadop2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:QIV2ME_5wuYC,IEEE,,IEEE,SI TAYEB Fatima,30,Tailored genetic algorithm for scheduling jobs and predictive maintenance in a permutation flowshop,Asma Ladj and Fatima Benbouzid-Si Tayeb and Christophe Varnier,https://doi.org/10.1109/ETFA.2018.8502462,,2018 IEEE 23rd International Conference on Emerging Technologies and Factory Automation (ETFA),2018,1,524-531,conference
ansem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:IWHjjKOFINEC,Elsevier,,Elsevier,SI TAYEB Fatima,30,A new hyper-heuristic to generate effective instance GA for the permutation flow shop problem,Sarra Zohra Ahmed Bacha and Mohamed Walid Belahdji and Karima Benatchba and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1016/j.procs.2019.09.307,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 23rd International Conference KES-2019, Budapest, Hungary, 4-6 September 2019",2019,159,1365-1374,journal
anrem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:ZeXyd9-uunAC,Elsevier,,Elsevier,SI TAYEB Fatima,30,A novel multi-objective immune memetic algorithm for the frequency assignment problem,Malika Bessedik and Fatima Benbouzid-SiTayeb and Mohamed Reda Keddar,https://doi.org/10.1016/j.procs.2019.09.161,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 23rd International Conference KES-2019, Budapest, Hungary, 4-6 September 2019",2019,159,67-76,journal
angem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:qUcmZB5y_30C,Elsevier,,,SI TAYEB Fatima,30,An effective multi-objective hybrid immune algorithm for the frequency assignment problem,Fatima Benbouzid-SiTayeb and Malika Bessedik and Mohamed Reda Keddar and Abd Errahmane Kiouche,https://doi.org/10.1016/j.asoc.2019.105797,Applied Soft Computing,,2019,85,105797,journal
antce2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:-f6ydRqryjwC,IEEE,,IEEE,SI TAYEB Fatima,30,An integrated guided local search considering human resource constraints for the single-machine scheduling problem with preventive maintenance,Meriem Touat and Fatima Benbouzid-Si Tayeb and Belaïd Benhamou and Lamia Sadeg and Salima Aklil and Meryem Karaoui,https://doi.org/10.1109/SMC.2019.8914261,,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",2019,,3799-3804,conference
coles2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:7PzlFSSx8tAC,,Proceedings of the 34th ACM/SIGAPP symposium on applied computing,ACM,SI TAYEB Fatima,30,Community evolution prediction in dynamic social networks using community features' change rates,Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Karima Benatchba,https://doi.org/10.1145/3297280.3297484,,"Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing, SAC 2019, Limassol, Cyprus, April 8-12, 2019",2019,,2078-2085,conference
imeng2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:L8Ckcad2t8MC,IEEE,,IEEE,SI TAYEB Fatima,30,Improved genetic algorithm for the fuzzy flowshop scheduling problem with predictive maintenance planning,Asma Ladj and Fatima Benbouzid-Si Tayeb and Christophe Varnier and Ali Ayoub Dridi and Nacer Selmane,https://doi.org/10.1109/ISIE.2019.8781464,,2019 IEEE 28th International Symposium on Industrial Electronics (ISIE),2019,,1300-1305,conference
innch2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:hFOr9nPyWt4C,IEEE,,IEEE,SI TAYEB Fatima,30,Induction machines bearing failures detection and diagnosis using variable neighborhood search,Charaf Eddine Khamoudj and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Mohamed Benbouzid,https://doi.org/10.1109/IECON.2019.8927697,,IECON 2019-45th Annual Conference of the IEEE Industrial Electronics Society,2019,1,6010-6015,conference
troey2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:Wp0gIr-vW9MC,Pergamon,,,SI TAYEB Fatima,30,Tracking community evolution in social networks: A survey,Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Karima Benatchba,https://doi.org/10.1016/j.ipm.2018.03.005,Information Processing & Management,,2019,56,1084-1102,journal
agfks2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:HDshCWvjkbEC,,Proceedings of the 35th Annual ACM Symposium on Applied Computing,ACM,SI TAYEB Fatima,30,A game-theoretic approach for the multi-objective frequency assignment problem in mobile networks,Fatma Laidoui and Fatima Benbouzid-Si Tayeb and Malika Bessedik and Fatima Zahra Laidi,https://doi.org/10.1145/3341105.3375778,,"SAC '20: The 35th ACM/SIGAPP Symposium on Applied Computing, online event, [Brno, Czech Republic], March 30 - April 3, 2020",2020,,1002-1009,conference
aluis2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:_Qo2XoVZTnwC,MDPI,,,SI TAYEB Fatima,30,A learning variable neighborhood search approach for induction machines bearing failures detection and diagnosis,Charaf Eddine Khamoudj and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Mohamed Benbouzid and Abdenaser Djaafri,,Energies,,2020,13,2953,journal
anlem2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:hC7cP41nSMkC,Pergamon,,,SI TAYEB Fatima,30,An efficient hybrid multi-objective memetic algorithm for the frequency assignment problem,Malika Bessedik and Fatima Benbouzid-SiTayeb and Mohamed Reda Keddar,https://doi.org/10.1016/j.engappai.2019.103265,Engineering Applications of Artificial Intelligence,,2020,87,103265,journal
eprts2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:isC4tDSrTZIC,,,SCITEPRESS,SI TAYEB Fatima,30,EPredictor: An Experimental Platform for Community Evolution Prediction Tests.,Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Yahya Slimani and Abdelouahab Khelifati and Hadjer Chabane,https://doi.org/10.5220/0010547502950302,,SIMULTECH,2021,,295-302,conference
hyses2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:j3f4tGmQtD8C,Inderscience Publishers (IEL),,,SI TAYEB Fatima,30,Hybrid of metaheuristic approaches and fuzzy logic for the integrated flowshop scheduling with predictive maintenance problem under uncertainties,Asma Ladj and Fatima Benbouzid-Si Tayeb and Christophe Varnier,,European Journal of Industrial Engineering,,2021,15,675-710,journal
imhks2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:bEWYMUwI8FkC,,,SCITEPRESS,SI TAYEB Fatima,30,Impact of Tailored Network Splitting and Community Features' Change Rates on Prediction Accuracy in Dynamic Social Networks.,Narimene Dakiche and Karima Benatchba and Fatima Benbouzid-Si Tayeb and Yahya Slimani,https://doi.org/10.5220/0010709300003058,,WEBIST,2021,,95-102,conference
talks2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:4JMBOYKVnBMC,Ohmsha,,,SI TAYEB Fatima,30,Tailored network splitting for community evolution prediction in dynamic social networks,Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Yahya Slimani,https://doi.org/10.1007/s00354-021-00122-6,New Generation Computing,,2021,39,303-340,journal
acits2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:TFP_iSt0sucC,,,SCITEPRESS,SI TAYEB Fatima,30,A Constraint Programming Model for the Scheduling Problem with Flexible Maintenance under Human Resource Constraints.,Meriem Touat and Belaid Benhamou and Fatima Benbouzid-Si Tayeb,,,ICAART (3),2022,,195-202,conference
aheks2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:RGFaLdJalmkC,IEEE,,IEEE,SI TAYEB Fatima,30,A hybrid artificial bee colony algorithm with simulated annealing for enhanced community detection in social networks,Narimene Dakiche and Karima Benatchba and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Mehdi Anis Brahmi,https://doi.org/10.1109/ASONAM55673.2022.10068713,,2022 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),2022,,104-108,conference
adeem2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:maZDTaKrznsC,Elsevier,,,SI TAYEB Fatima,30,Adaptive search space to generate a per-instance genetic algorithm for the permutation flow shop problem,Sarra Zohra Ahmed Bacha and Karima Benatchba and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1016/j.asoc.2022.109079,Applied Soft Computing,,2022,124,109079,journal
anats2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:YFjsv_pBGBYC,Springer International Publishing,International Conference on Computational Collective Intelligence,Springer,SI TAYEB Fatima,30,An Integrated Artificial Bee Colony Algorithm for Scheduling Jobs and Flexible Maintenance with Learning and Deteriorating Effects,Nesrine Touafek and Fatima Benbouzid-Si Tayeb and Asma Ladj and Alaeddine Dahamni and Riyadh Baghdadi,https://doi.org/10.1007/978-3-031-16014-1_51,,"Computational Collective Intelligence - 14th International Conference, ICCCI 2022, Hammamet, Tunisia, September 28-30, 2022, Proceedings",2022,,647-659,conference
caaon2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:iH-uZ7U-co4C,,Proceedings of the 31st ACM SIGPLAN International Conference on Compiler Construction,ACM,SI TAYEB Fatima,30,Caviar: an e-graph based TRS for automatic code optimization,Smail Kourta and Adel Abderahmane Namani and Fatima Benbouzid-Si Tayeb and Kim Hazelwood and Chris Cummins and Hugh Leather and Riyadh Baghdadi,https://doi.org/10.1145/3497776.3517781,,"CC '22: 31st ACM SIGPLAN International Conference on Compiler Construction, Seoul, South Korea, April 2 - 3, 2022",2022,,54-64,conference
exgts2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:k_IJM867U9cC,Inderscience Publishers (IEL),,,SI TAYEB Fatima,30,Exact and metaheuristic approaches for the single-machine scheduling problem with flexible maintenance under human resource constraints,Meriem Touat and Fatima Benbouzid-Si Tayeb and Belaid Benhamou,https://doi.org/10.1504/IJMR.2022.121594,International Journal of Manufacturing Research,,2022,17,22-58,journal
peece2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:GnPB-g6toBAC,Elsevier,,Elsevier,SI TAYEB Fatima,30,"Permutation flowshop scheduling problem considering learning, deteriorating effects and flexible maintenance",Nesrine Touafek and Asma Ladj and Fatima Benbouzid-Si Tayeb and Alaeddine Dahamni and Riyadh Baghdadi,https://doi.org/10.1016/j.procs.2022.09.310,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 26th International Conference KES-2022, Verona, Italy and Virtual Event, 7-9 September 2022",2022,207,2518-2525,journal
sunty2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:rO6llkc54NcC,Springer Nature,,,SI TAYEB Fatima,30,Supervised Learning Using Community,Fatima Benbouzid-Si Tayeb and Amri Ali,,Advances in Computing Systems and Applications: Proceedings of the 5th Conference on Computing Systems and Applications,,2022,513,85,journal
suion2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:BqipwSGYUEgC,Springer International Publishing,International Conference on Computing Systems and Applications,Springer,SI TAYEB Fatima,30,Supervised learning using community detection for link prediction,Mohamed Hassen Kerkache and Lamia Sadeg-Belkacem and Fatima Benbouzid-Si Tayeb and Amri Ali,https://doi.org/10.1007/978-3-031-12097-8_8,,"Advances in Computing Systems and Applications - Proceedings of the 5th Conference on Computing Systems and Applications, CSA 2022, Algiers, Algeria, 17-18 May, 2022",2022,,85-94,conference
afrem2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:lSLTfruPkqcC,Springer Nature Switzerland,International Conference on Computational Collective Intelligence,Springer,SI TAYEB Fatima,30,A Fitness Approximation Assisted Hyper-heuristic for the Permutation Flowshop Problem,Asma Cherrered and Imene Racha Mekki and Karima Benatchba and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1007/978-3-031-41774-0_42,,"Advances in Computational Collective Intelligence - 15th International Conference, ICCCI 2023, Budapest, Hungary, September 27-29, 2023, Proceedings",2023,,534-545,conference
ageem2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:NaGl4SEjCO4C,Elsevier,,,SI TAYEB Fatima,30,A game-theoretical constructive approach for the multi-objective frequency assignment problem,Fatma Laidoui and Malika Bessedik and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1016/j.asoc.2023.110444,Applied Soft Computing,,2023,144,110444,journal
aneks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:70eg2SAEIzsC,,,SCITEPRESS,SI TAYEB Fatima,30,A Novel Hybrid Approach Combining Beam Search and DeepWalk for Community Detection in Social Networks.,Aymene Berriche and Marwa Nair and Kamel Mohammed Yamani and Mehdi Zakaria Adjal and Sarra Bendaho and Nidhal Eddine Chenni and Fatima Benbouzid-Si Tayeb and Malika Bessedik,https://doi.org/10.5220/0012231500003584,,WEBIST,2023,,454-463,conference
arits2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:RYcK_YlVTxYC,MDPI,,,SI TAYEB Fatima,30,A Reinforcing-Learning-Driven Artificial Bee Colony Algorithm for Scheduling Jobs and Flexible Maintenance under Learning and Deteriorating Effects,Nesrine Touafek and Fatima Benbouzid-Si Tayeb and Asma Ladj,https://doi.org/10.3390/a16090397,Algorithms,,2023,16,397,journal
ansem2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:2P1L_qKh6hAC,Elsevier,,Elsevier,SI TAYEB Fatima,30,An Analysis of Effective Per-instance Tailored GAs for the Permutation Flowshop Scheduling Problem,Sarra Zohra Ahmed Bacha and Fatima Benbouzid-Si Tayeb and Karima Benatchba,https://doi.org/10.1016/j.procs.2023.10.391,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 27th International Conference KES-2023, Athens, Greece, 6-8 September 2023",2023,225,3958-3966,journal
firem2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:ldfaerwXgEUC,Elsevier,,Elsevier,SI TAYEB Fatima,30,Fitness Approximation Surrogate-assisted Hyper-heuristic for the Permutation Flowshop Problem,Imene Racha Mekki and Asma Cherrered and Fatima Benbouzid-Si Tayeb and Karima Benatchba,https://doi.org/10.1016/j.procs.2023.10.400,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 27th International Conference KES-2023, Athens, Greece, 6-8 September 2023",2023,225,4043-4054,journal
imgks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:HoB7MX3m0LUC,,,SCITEPRESS,SI TAYEB Fatima,30,Improved Random Key Cuckoo Search Optimization Algorithm for Community Detection in Social Networks.,Randa Boukabene and Fatima Benbouzid-Si Tayeb and Narimene Dakiche,https://doi.org/10.5220/0012202000003584,,WEBIST,2023,,113-120,conference
moccd2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:ZHo1McVdvXMC,,,,SI TAYEB Fatima,30,Monte Carlo Tree Search for Community Detection MCTS-CD,Imane Hamzaoui and Thanina Hamitouche and Nour El Houda Benazzoug and Fatmazohra Rezkellah and Alaa Dania Adimi and Maissa Irmouli and Malika Bessedik and Fatima Benbouzid-Sitayeb,,,,2023,,,
siiks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:ns9cj8rnVeAC,Springer Japan,,,SI TAYEB Fatima,30,Similarity-based hybrid algorithms for link prediction problem in social networks,Hassen Mohamed Kerkache and Lamia Sadeg-Belkacem and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1007/s00354-023-00208-3,New Generation Computing,,2023,41,281-314,journal
ahion2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:vV6vV6tmYwMC,Taylor & Francis,,,SI TAYEB Fatima,30,A hybrid approach for enhanced link prediction in social networks based on community detection,Mohamed Hassen Kerkache and Lamia Sadeg-Belkacem and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1080/03081079.2023.2265043,International Journal of General Systems,,2024,53,154-183,journal
anrps2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:g5m5HwL7SMYC,MDPI,,,SI TAYEB Fatima,30,An Artificial Bee Colony Algorithm for Coordinated Scheduling of Production Jobs and Flexible Maintenance in Permutation Flowshops,Asma Ladj and Fatima Benbouzid-Si Tayeb and Alaeddine Dahamni and Mohamed Benbouzid,,Technologies,,2024,12,45,journal
